FINAL_DECISION,PCT,TOTAL_MATCHES,PCT_ALL_PETREL_MATCHES,PCT_ALL_MOA_MATCHES,AVG_SKUS_PER_QUARTER,AVG_QUARTERS_PER_SKU,DIVISION_MOA,DIVISION_PETREL,MOA_FACILITY,MOA_FACILITY_OF_INTEREST,FAC_COMB,PETREL_FACILITY,PETREL_FACILITY_OF_INTEREST,FACILITY_TYPE_MOA,FACILITY_TYPE_PETREL,BED_SIZE_MOA,BED_SIZE_PETREL,TOTAL_MATCHES,QUARTER_MATCHES,MATCHES_WITH,MATCHES_WITHOUT,DECISION,SCORE,FACILITY_IDS_MOA,FACILITY_IDS_PETREL
y,89.58625785,566,0.766938,0.015036,70.75,2.291498,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000097453,M_0000097453,                 M_0000097453P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,HEALTH SYSTEM,ACADEMIC HEALTH SYSTEM,CATEGORY 6: 601-1000,AGGREGATED,566,8,568470,509271,KEEP,162.1234835,"['M_0000004081', 'M_0000004651', 'M_0000006496', 'M_0000007030', 'M_0000012337', 'M_0000012361', 'M_0000012373', 'M_0000012397', 'M_0000019093', 'M_0000022468', 'M_0000022639', 'M_0000022996', 'M_0000039475', 'M_0000054100', 'M_0000068704', 'M_0000097453', 'M_0000098356', 'M_0000099379']",['P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM']
y,13.26840817,576,0.765957,0.015301,57.6,1.826203,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000022996,M_0000022996,                 M_0000022996P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 4: 201-400,AGGREGATED,576,10,37171,4932,KEEP,105.1892928,['M_0000022996'],"['P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL', 'P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM']"
y,90.77787746,576,0.765957,0.015301,57.6,1.826203,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000022996,M_0000022996,                 M_0000022996P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 4: 201-400,AGGREGATED,576,10,568470,516045,KEEP,105.1892928,"['M_0000004081', 'M_0000004651', 'M_0000006496', 'M_0000007030', 'M_0000012337', 'M_0000012361', 'M_0000012373', 'M_0000012397', 'M_0000019093', 'M_0000022468', 'M_0000022639', 'M_0000022996', 'M_0000039475', 'M_0000054100', 'M_0000068704', 'M_0000097453', 'M_0000098356', 'M_0000099379']",['P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM']
y,89.28166288,586,0.037518,0.820728,83.714286,1.792049,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000021367,M_0000021367,                 M_0000021367P_0000038018,P_0000038018,P_0000038018,HEALTH SYSTEM,ACADEMIC HEALTH SYSTEM,CATEGORY 7: 1001+,CATEGORY 5: 401-600,586,7,267103,238474,KEEP,150.0201025,['M_0000021367'],"['P_0000038018', 'P_0000134436']"
y,92.42765483,590,0.57226,0.015673,20.344828,4.097222,NEW ENGLAND,NEW ENGLAND,M_0000025195,M_0000025195,                 M_0000025195P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,AGGREGATED,590,29,752158,695202,KEEP,83.35727687,"['M_0000008044', 'M_0000013489', 'M_0000022105', 'M_0000024691', 'M_0000024742', 'M_0000024754', 'M_0000024757', 'M_0000025180', 'M_0000025195', 'M_0000025255', 'M_0000025282', 'M_0000025543', 'M_0000025732', 'M_0000028360', 'M_0000033073', 'M_0000033310', 'M_0000035359', 'M_0000035377', 'M_0000035650', 'M_0000035668', 'M_0000035806', 'M_0000037807', 'M_0000038377', 'M_0000084505', 'M_0000084514', 'M_0000084532', 'M_0000084568', 'M_0000084796', 'M_0000084835', 'M_0000096196', 'M_0000104431']",['P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL']
y,88.93490463,600,0.646552,0.015939,26.086957,2.564103,NEW ENGLAND,NEW ENGLAND,M_0000008044,M_0000008044,                 M_0000008044P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,600,23,752158,668931,KEEP,66.8896447,"['M_0000008044', 'M_0000013489', 'M_0000022105', 'M_0000024691', 'M_0000024742', 'M_0000024754', 'M_0000024757', 'M_0000025180', 'M_0000025195', 'M_0000025255', 'M_0000025282', 'M_0000025543', 'M_0000025732', 'M_0000028360', 'M_0000033073', 'M_0000033310', 'M_0000035359', 'M_0000035377', 'M_0000035650', 'M_0000035668', 'M_0000035806', 'M_0000037807', 'M_0000038377', 'M_0000084505', 'M_0000084514', 'M_0000084532', 'M_0000084568', 'M_0000084796', 'M_0000084835', 'M_0000096196', 'M_0000104431']",['P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL']
y,0,601,0.995033,0.993388,46.230769,3.066327,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000084106,M_0000084106,                 M_0000084106P_0000044227,P_0000044227,P_0000044227,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 1: 0-50,CATEGORY 2: 51-100,601,13,5294,0,KEEP,141.7586552,['M_0000084106'],['P_0000044227']
y,70.22126517,604,0.691076,0.016045,54.909091,1.771261,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000006823,M_0000006823,                 M_0000006823P_AGGREGATED_WEST SOUTH CENTRAL_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_WEST SOUTH CENTRAL_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_WEST SOUTH CENTRAL_ACADEMIC HEALTH SYSTEM,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 6: 601-1000,AGGREGATED,604,11,384516,270012,KEEP,97.25833143,"['M_0000005257', 'M_0000006823', 'M_0000084658', 'M_0000085099']",['P_AGGREGATED_WEST SOUTH CENTRAL_ACADEMIC HEALTH SYSTEM']
y,91.1836908,606,0.985366,0.051178,606,1.013378,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000015661,M_0000015661,                 M_0000015661P_0000028053,P_0000028053,P_0000028053,HOSPITAL,ACADEMIC HEALTH SYSTEM,UNKNOWN,CATEGORY 5: 401-600,606,1,108356,98803,KEEP,614.107068,"['M_0000007966', 'M_0000015661']",['P_0000028053']
y,39.89637306,626,0.978125,0.727907,156.5,2.188811,MOUNTAIN,MOUNTAIN,M_0000080170,M_0000080170,                 M_0000080170P_0000038488,P_0000038488,P_0000038488,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 2: 51-100,626,4,10422,4158,KEEP,342.5489215,"['M_0000080134', 'M_0000080170']",['P_0000038488']
y,86.33320973,646,1,0.277253,46.142857,3.34715,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000033868,M_0000033868,                 M_0000033868P_0000039639,P_0000039639,P_0000039639,NON HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 1: 0-50,CATEGORY 4: 201-400,646,14,51241,44238,KEEP,154.4470638,"['M_0000005482', 'M_0000033868']",['P_0000039639']
y,85.02631863,663,0.186236,0.017612,44.2,2.773261,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000002638,M_0000002638,                 M_0000002638P_AGGREGATED_WEST NORTH CENTRAL_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_WEST NORTH CENTRAL_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_WEST NORTH CENTRAL_HEALTHCARE CORPORATE OFFICE,HEALTH SYSTEM,HEALTHCARE CORPORATE OFFICE,CATEGORY 5: 401-600,AGGREGATED,663,15,212967,181078,KEEP,122.5781362,['M_0000002638'],"['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL', 'P_AGGREGATED_WEST NORTH CENTRAL_HEALTHCARE CORPORATE OFFICE', 'P_AGGREGATED_WEST NORTH CENTRAL_ACADEMIC HEALTH SYSTEM', 'P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']"
y,0,665,0.958213,0.733996,221.666667,1.961652,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000068530,M_0000068530,                 M_0000068530P_0000147350,P_0000147350,P_0000147350,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,665,3,6641,0,KEEP,434.8328607,['M_0000068530'],['P_0000147350']
y,0.629271263,677,0.911171,0.674303,67.7,1.896359,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000090748,M_0000090748,                 M_0000090748P_0000041041,P_0000041041,P_0000041041,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 3: 101-200,677,10,14779,93,KEEP,128.3835043,"['M_0000017833', 'M_0000090748']",['P_0000041041']
y,75.40471148,706,0.156333,0.750266,47.066667,1.697115,PACIFIC,PACIFIC,M_0000003499,M_0000003499,                 M_0000003499P_0000168147,P_0000168147,P_0000168147,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,NON-ACUTE/UNKNOWN,706,15,137876,103965,KEEP,79.87754657,['M_0000003499'],"['P_0000168477', 'P_0000168176', 'P_0000168171', 'P_0000168147', 'P_0000168154']"
y,0,716,0.987586,0.948344,179,1.41502,,AGGREGATED,M_0000003331,M_0000003331,                 M_0000003331P_0000102162,P_0000102162,P_0000102162,HOSPITAL,CHILDREN'S MEDICAL,,CATEGORY 3: 101-200,716,4,12948,0,KEEP,253.28858,['M_0000003331'],['P_0000102162']
y,86.05663862,717,0.844523,0.019047,55.153846,2.121302,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000004780,M_0000004780,                 M_0000004780P_AGGREGATED_MIDDLE ATLANTIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MIDDLE ATLANTIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MIDDLE ATLANTIC_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 6: 601-1000,AGGREGATED,717,13,626463,539113,KEEP,116.9979638,"['M_0000002896', 'M_0000004780', 'M_0000005290', 'M_0000011482', 'M_0000011587', 'M_0000017005', 'M_0000019435', 'M_0000022966', 'M_0000022981', 'M_0000024688', 'M_0000024727', 'M_0000025165', 'M_0000026131', 'M_0000026968', 'M_0000027283', 'M_0000027346', 'M_0000027742', 'M_0000028144', 'M_0000028159', 'M_0000028183', 'M_0000028198', 'M_0000028201', 'M_0000028228', 'M_0000028618', 'M_0000028651', 'M_0000029236', 'M_0000029242', 'M_0000031789', 'M_0000033853', 'M_0000037018', 'M_0000040126', 'M_0000090199', 'M_0000090895', 'M_0000100750']",['P_AGGREGATED_MIDDLE ATLANTIC_GENERAL MEDICAL AND SURGICAL']
y,0,726,0.843206,0.019286,80.666667,1.249141,NEW ENGLAND,NEW ENGLAND,M_0000009259,M_0000009259,                 M_0000009259P_AGGREGATED_NEW ENGLAND_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_NEW ENGLAND_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_NEW ENGLAND_ACADEMIC HEALTH SYSTEM,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 5: 401-600,AGGREGATED,726,9,84644,0,KEEP,100.7640411,['M_0000009259'],['P_AGGREGATED_NEW ENGLAND_ACADEMIC HEALTH SYSTEM']
y,0,747,0.929104,0.862587,93.375,2.270517,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000071527,M_0000071527,                 M_0000071527P_0000030475,P_0000030475,P_0000030475,MEDICAL GROUP,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,747,8,10820,0,KEEP,212.0095249,['M_0000071527'],['P_0000030475']
y,0.077929882,749,0.784293,0.019897,57.615385,2.353125,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000004651,M_0000004651,                 M_0000004651P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 7: 1001+,AGGREGATED,749,13,106506,83,KEEP,135.5762028,['M_0000004651'],"['P_0000060994', 'P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM']"
y,81.17754675,749,0.784293,0.019897,57.615385,2.353125,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000004651,M_0000004651,                 M_0000004651P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 7: 1001+,AGGREGATED,749,13,568470,461470,KEEP,135.5762028,"['M_0000004081', 'M_0000004651', 'M_0000006496', 'M_0000007030', 'M_0000012337', 'M_0000012361', 'M_0000012373', 'M_0000012397', 'M_0000019093', 'M_0000022468', 'M_0000022639', 'M_0000022996', 'M_0000039475', 'M_0000054100', 'M_0000068704', 'M_0000097453', 'M_0000098356', 'M_0000099379']",['P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM']
y,0.312221231,764,0.902007,0.78359,152.8,2.417722,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000096433,M_0000096433,                 M_0000096433P_0000044257,P_0000044257,P_0000044257,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,764,5,8968,28,KEEP,369.4279216,"['M_0000013942', 'M_0000096433']",['P_0000044257']
y,30.51779288,780,0.953545,0.806618,195,2.407407,MOUNTAIN,MOUNTAIN,M_0000080173,M_0000080173,                 M_0000080173P_0000039274,P_0000039274,P_0000039274,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 2: 51-100,780,4,10004,3053,KEEP,469.444365,"['M_0000080134', 'M_0000080173']",['P_0000039274']
y,64.55253707,824,0.726631,0.021889,43.368421,2.227027,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000066829,M_0000066829,                 M_0000066829P_AGGREGATED_MIDDLE ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_MIDDLE ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_MIDDLE ATLANTIC_ACADEMIC HEALTH SYSTEM,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 6: 601-1000,AGGREGATED,824,19,365304,235813,KEEP,96.58264451,"['M_0000003154', 'M_0000019435', 'M_0000038425', 'M_0000038452', 'M_0000066829', 'M_0000066910', 'M_0000068464', 'M_0000068479', 'M_0000068668', 'M_0000100153']",['P_AGGREGATED_MIDDLE ATLANTIC_ACADEMIC HEALTH SYSTEM']
y,13.2228696,833,0.884289,0.022128,69.416667,2.619497,PACIFIC,PACIFIC,M_0000034948,M_0000034948,                 M_0000034948P_AGGREGATED_PACIFIC_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_PACIFIC_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_PACIFIC_HEALTHCARE CORPORATE OFFICE,HEALTH SYSTEM,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,AGGREGATED,833,12,122031,16136,KEEP,181.836751,"['M_0000034948', 'M_0000071989', 'M_0000072316', 'M_0000072790', 'M_0000086338']",['P_AGGREGATED_PACIFIC_HEALTHCARE CORPORATE OFFICE']
y,21.28614158,837,0.927938,0.609614,119.571429,1.603448,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000095305,M_0000095305,                 M_0000095305P_0000110057,P_0000110057,P_0000110057,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 3: 101-200,837,7,18054,3843,KEEP,191.7265687,"['M_0000071467', 'M_0000095305']",['P_0000110057']
y,14.54736123,857,0.671104,0.022766,57.133333,1.924188,PACIFIC,PACIFIC,M_0000040519,M_0000040519,                 M_0000040519P_AGGREGATED_PACIFIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_PACIFIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_PACIFIC_ACADEMIC HEALTH SYSTEM,HEALTH SYSTEM,ACADEMIC HEALTH SYSTEM,CATEGORY 7: 1001+,AGGREGATED,857,15,123012,17895,KEEP,109.9352738,['M_0000040519'],"['P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL', 'P_AGGREGATED_PACIFIC_ACADEMIC HEALTH SYSTEM']"
y,49.60428726,857,0.671104,0.022766,57.133333,1.924188,PACIFIC,PACIFIC,M_0000040519,M_0000040519,                 M_0000040519P_AGGREGATED_PACIFIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_PACIFIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_PACIFIC_ACADEMIC HEALTH SYSTEM,HEALTH SYSTEM,ACADEMIC HEALTH SYSTEM,CATEGORY 7: 1001+,AGGREGATED,857,15,265344,131622,KEEP,109.9352738,"['M_0000000607', 'M_0000033448', 'M_0000040519', 'M_0000041671', 'M_0000041686']",['P_AGGREGATED_PACIFIC_ACADEMIC HEALTH SYSTEM']
y,0,867,0.933262,0.942391,61.928571,5.040698,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000038083,M_0000038083,                 M_0000038083P_0000042603,P_0000042603,P_0000042603,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,NON-ACUTE/UNKNOWN,867,14,6380,0,KEEP,312.163224,['M_0000038083'],['P_0000042603']
y,0,870,0.95815,0.910995,145,1.92053,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000095434,M_0000095434,                 M_0000095434P_0000061252,P_0000061252,P_0000061252,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 3: 101-200,870,6,7475,0,KEEP,278.47685,['M_0000095434'],['P_0000061252']
y,59.37821353,871,0.244663,0.023138,58.066667,2.773261,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000002638,M_0000002638,                 M_0000002638P_AGGREGATED_WEST NORTH CENTRAL_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_WEST NORTH CENTRAL_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_WEST NORTH CENTRAL_ACADEMIC HEALTH SYSTEM,HEALTH SYSTEM,ACADEMIC HEALTH SYSTEM,CATEGORY 5: 401-600,AGGREGATED,871,15,212967,126456,KEEP,161.034023,['M_0000002638'],"['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL', 'P_AGGREGATED_WEST NORTH CENTRAL_HEALTHCARE CORPORATE OFFICE', 'P_AGGREGATED_WEST NORTH CENTRAL_ACADEMIC HEALTH SYSTEM', 'P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']"
y,90.90920014,879,0.989865,0.034376,79.909091,2.301047,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000081910,M_0000081910,                 M_0000081910P_0000036214,P_0000036214,P_0000036214,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 1: 0-50,CATEGORY 6: 601-1000,879,11,249670,226973,KEEP,183.8745741,"['M_0000013735', 'M_0000081910']",['P_0000036214']
y,0,881,0.940235,0.945279,48.944444,3.215328,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000053491,M_0000053491,                 M_0000053491P_0000184111,P_0000184111,P_0000184111,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,881,18,11333,0,KEEP,157.3724412,['M_0000053491'],['P_0000184111']
y,0.049117376,889,0.73229,0.023616,35.56,3.848485,NEW ENGLAND,NEW ENGLAND,M_0000025339,M_0000025339,                 M_0000025339P_AGGREGATED_NEW ENGLAND_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_NEW ENGLAND_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_NEW ENGLAND_HEALTHCARE CORPORATE OFFICE,HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 3: 101-200,AGGREGATED,889,25,134372,66,KEEP,136.8521266,['M_0000025339'],"['P_0000034306', 'P_AGGREGATED_NEW ENGLAND_HEALTHCARE CORPORATE OFFICE']"
y,30.51074095,889,0.73229,0.023616,35.56,3.848485,NEW ENGLAND,NEW ENGLAND,M_0000025339,M_0000025339,                 M_0000025339P_AGGREGATED_NEW ENGLAND_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_NEW ENGLAND_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_NEW ENGLAND_HEALTHCARE CORPORATE OFFICE,HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 3: 101-200,AGGREGATED,889,25,148823,45407,KEEP,136.8521266,"['M_0000025339', 'M_0000025705', 'M_0000084832', 'M_0000084847', 'M_0000089380']",['P_AGGREGATED_NEW ENGLAND_HEALTHCARE CORPORATE OFFICE']
y,11.65743861,889,0.887226,0.857281,177.8,2.020455,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000090448,M_0000090448,                 M_0000090448P_0000033297,P_0000033297,P_0000033297,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 3: 101-200,889,5,16616,1937,KEEP,359.236899,['M_0000090448'],"['P_0000029081', 'P_0000033297']"
y,0.77309625,927,0.921471,0.773144,154.5,2.896875,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000004399,M_0000004399,                 M_0000004399P_0000037633,P_0000037633,P_0000037633,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 2: 51-100,927,6,7761,60,KEEP,447.5671875,"['M_0000004399', 'M_0000083443']",['P_0000037633']
y,0,938,0.98426,0.944612,156.333333,3.168919,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043441,M_0000043441,                 M_0000043441P_0000045914,P_0000045914,P_0000045914,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,938,6,8102,0,KEEP,495.4076693,['M_0000043441'],['P_0000045914']
y,79.07805161,939,0.830973,0.024944,37.56,2.395408,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000007030,M_0000007030,                 M_0000007030P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 4: 201-400,AGGREGATED,939,25,568470,449535,KEEP,89.97152448,"['M_0000004081', 'M_0000004651', 'M_0000006496', 'M_0000007030', 'M_0000012337', 'M_0000012361', 'M_0000012373', 'M_0000012397', 'M_0000019093', 'M_0000022468', 'M_0000022639', 'M_0000022996', 'M_0000039475', 'M_0000054100', 'M_0000068704', 'M_0000097453', 'M_0000098356', 'M_0000099379']",['P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM']
y,0,1025,0.993217,0.98463,113.888889,4.166667,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000081232,M_0000081232,                 M_0000081232P_0000201752,P_0000201752,P_0000201752,CLINIC,HEALTHCARE-OTHER,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,1025,9,7431,0,KEEP,474.5370755,['M_0000081232'],['P_0000201752']
y,0,1027,0.979028,0.942202,171.166667,3.291667,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043498,M_0000043498,                 M_0000043498P_0000047639,P_0000047639,P_0000047639,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 2: 51-100,1027,6,8711,0,KEEP,563.4236693,['M_0000043498'],['P_0000047639']
y,49.42058047,1065,0.485858,0.143473,532.5,1.024038,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000084661,M_0000084661,                 M_0000084661P_0000009685,P_0000009685,P_0000009685,NON HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,1065,2,47375,23413,KEEP,545.300235,['M_0000084661'],"['P_0000085274', 'P_0000085287', 'P_0000085238', 'P_0000085217', 'P_0000085162', 'P_0000176265', 'P_0000084937', 'P_0000085129', 'P_0000082421', 'P_0000009685']"
y,84.15265836,1065,0.485858,0.143473,532.5,1.024038,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000084661,M_0000084661,                 M_0000084661P_0000009685,P_0000009685,P_0000009685,NON HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,1065,2,152707,128507,KEEP,545.300235,"['M_0000011677', 'M_0000012634', 'M_0000012667', 'M_0000084661']",['P_0000009685']
y,0,1144,0.982818,0.93617,286,2.393305,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043411,M_0000043411,                 M_0000043411P_0000121581,P_0000121581,P_0000121581,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,NON-ACUTE/UNKNOWN,1144,4,11696,0,KEEP,684.48523,['M_0000043411'],['P_0000121581']
