,DIVISION_MOA,DIVISION_PETREL,MOA_FACILITY_OF_INTEREST,PETREL_FACILITY_OF_INTEREST,FACILITY_TYPE_MOA,FACILITY_TYPE_PETREL,BED_SIZE_MOA,BED_SIZE_PETREL,TOTAL_MATCHES,QUARTER_MATCHES,MATCHES_WITH,MATCHES_WITHOUT,PCT,DECISION,PCT_ALL_PETREL_MATCHES,PCT_ALL_MOA_MATCHES,AVG_SKUS_PER_QUARTER,AVG_QUARTERS_PER_SKU,SCORE,FACILITY_IDS_MOA,FACILITY_IDS_PETREL
875,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000038233,P_0000037661,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 6: 601-1000,CATEGORY 4: 201-400,6838,17,97918,5180,5.29014072999857,KEEP,0.989008,0.953297,402.235294,3.174559,1276.919672685346,"['M_0000038233', 'M_0000038299']",['P_0000037661']
876,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000038299,P_0000037661,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 4: 201-400,131,17,97918,91275,93.21575195571805,KEEP,1.0,0.018263,7.705882,2.568627,19.793536564014,"['M_0000038233', 'M_0000038299']",['P_0000037661']
877,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000038266,P_0000114975,CLINIC,ONCOLOGY CENTER,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,459,17,8054,0,0.0,KEEP,0.987097,0.960251,27.0,2.905063,78.436701,['M_0000038266'],['P_0000114975']
878,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000038296,P_0000040110,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,CATEGORY 5: 401-600,5848,17,69525,53,0.07623157137720245,KEEP,0.992532,0.971751,344.0,3.167931,1089.768264,"['M_0000038296', 'M_0000052654']",['P_0000040110']
879,PACIFIC,MIDDLE ATLANTIC,M_0000052654,P_0000040110,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 5: 401-600,3,3,69525,70847,101.90147428982381,REMOVE,0.115385,0.000499,1.0,1.5,1.5,"['M_0000038296', 'M_0000052654']",['P_0000040110']
880,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000038452,P_AGGREGATED_MIDDLE ATLANTIC_ACADEMIC HEALTH SYSTEM,HEALTH SYSTEM,ACADEMIC HEALTH SYSTEM,CATEGORY 5: 401-600,AGGREGATED,14,3,13512,10678,79.02605091770278,KEEP,0.115702,0.000372,4.666667,1.75,8.16666725,['M_0000038452'],"['P_AGGREGATED_MIDDLE ATLANTIC_ACADEMIC HEALTH SYSTEM', 'P_AGGREGATED_MIDDLE ATLANTIC_HEALTHCARE CORPORATE OFFICE']"
881,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000038452,P_AGGREGATED_MIDDLE ATLANTIC_HEALTHCARE CORPORATE OFFICE,HEALTH SYSTEM,HEALTHCARE CORPORATE OFFICE,CATEGORY 5: 401-600,AGGREGATED,21,3,13512,7682,56.85316755476613,KEEP,0.173554,0.000558,7.0,1.75,12.25,['M_0000038452'],"['P_AGGREGATED_MIDDLE ATLANTIC_ACADEMIC HEALTH SYSTEM', 'P_AGGREGATED_MIDDLE ATLANTIC_HEALTHCARE CORPORATE OFFICE']"
882,EAST NORTH CENTRAL,NEW ENGLAND,M_0000039106,P_0000031163,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 6: 601-1000,NON-ACUTE/UNKNOWN,3,3,525,322,61.333333333333336,KEEP,0.052632,0.004451,1.0,3.0,3.0,['M_0000039106'],"['P_0000031163', 'P_0000042034', 'P_0000030505']"
883,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000039106,P_0000042034,HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 6: 601-1000,NON-ACUTE/UNKNOWN,3,2,525,526,100.19047619047619,REMOVE,0.052632,0.038961,1.5,1.5,2.25,['M_0000039106'],"['P_0000031163', 'P_0000042034', 'P_0000030505']"
884,EAST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000039106,P_0000030505,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 6: 601-1000,CATEGORY 6: 601-1000,4,3,525,376,71.61904761904762,KEEP,0.070175,0.006579,1.333333,2.0,2.666666,['M_0000039106'],"['P_0000031163', 'P_0000042034', 'P_0000030505']"
885,EAST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000039106,P_0000030505,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 6: 601-1000,CATEGORY 6: 601-1000,4,3,625,428,68.48,KEEP,0.070175,0.006579,1.333333,2.0,2.666666,"['M_0000039106', 'M_0000067003', 'M_0000068680']",['P_0000030505']
886,EAST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000067003,P_0000030505,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 4: 201-400,CATEGORY 6: 601-1000,4,4,625,604,96.64,KEEP,0.050633,0.006579,1.0,2.0,2.0,"['M_0000039106', 'M_0000067003', 'M_0000068680']",['P_0000030505']
887,EAST SOUTH CENTRAL,WEST NORTH CENTRAL,M_0000068680,P_0000030505,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 6: 601-1000,CATEGORY 6: 601-1000,9,7,625,419,67.04,KEEP,0.053892,0.014803,1.285714,3.0,3.857142,"['M_0000039106', 'M_0000067003', 'M_0000068680']",['P_0000030505']
888,EAST NORTH CENTRAL,EAST SOUTH CENTRAL,M_0000039316,P_0000025450,CLINIC,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 2: 51-100,4,3,55165,56762,102.89495150910903,REMOVE,0.050633,0.000648,1.333333,2.0,2.666666,"['M_0000039316', 'M_0000040564']",['P_0000025450']
889,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000040564,P_0000025450,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 2: 51-100,5927,24,55165,42,0.07613523067162149,KEEP,0.960305,0.959527,246.958333,4.566256,1127.674969811248,"['M_0000039316', 'M_0000040564']",['P_0000025450']
890,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000039748,P_0000034552,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,CATEGORY 4: 201-400,6624,27,71215,0,0.0,KEEP,0.977135,0.967572,245.333333,4.478702,1098.774889173766,['M_0000039748'],['P_0000034552']
891,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000040096,P_0000028837,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 2: 51-100,6320,23,55501,40,0.07207077349957658,KEEP,0.956996,0.955982,274.782609,4.813404,1322.639709291036,"['M_0000040096', 'M_0000058162']",['P_0000028837']
892,EAST NORTH CENTRAL,EAST SOUTH CENTRAL,M_0000058162,P_0000028837,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 2: 51-100,4,3,55501,58757,105.86656096286553,REMOVE,0.074074,0.000605,1.333333,4.0,5.333332,"['M_0000040096', 'M_0000058162']",['P_0000028837']
893,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000040099,P_0000033563,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,CATEGORY 5: 401-600,24878,24,225786,0,0.0,KEEP,0.975417,0.957656,1036.583333,4.744993,4918.580659001669,['M_0000040099'],['P_0000033563']
894,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000040129,P_0000034248,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 4: 201-400,8129,23,73511,0,0.0,KEEP,0.956803,0.943149,353.434783,4.728912,1671.361986546096,['M_0000040129'],['P_0000034248']
895,PACIFIC,PACIFIC,M_0000040519,P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 7: 1001+,AGGREGATED,152,14,123012,138231,112.37196371085747,REMOVE,0.119029,0.004038,10.857143,1.924188,20.891184274884,['M_0000040519'],"['P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL', 'P_AGGREGATED_PACIFIC_ACADEMIC HEALTH SYSTEM']"
896,PACIFIC,PACIFIC,M_0000040519,P_AGGREGATED_PACIFIC_ACADEMIC HEALTH SYSTEM,HEALTH SYSTEM,ACADEMIC HEALTH SYSTEM,CATEGORY 7: 1001+,AGGREGATED,857,15,123012,17895,14.547361233050434,KEEP,0.671104,0.022766,57.133333,1.924188,109.935273758604,['M_0000040519'],"['P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL', 'P_AGGREGATED_PACIFIC_ACADEMIC HEALTH SYSTEM']"
897,NEW ENGLAND,EAST NORTH CENTRAL,M_0000040534,P_0000113500,HOSPITAL,AMBULATORY CARE CENTER,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,4,3,32779,32900,100.36913877787607,REMOVE,0.001059,0.133333,1.333333,2.0,2.666666,['M_0000040534'],"['P_0000113500', 'P_0000032353']"
898,NEW ENGLAND,NEW ENGLAND,M_0000040534,P_0000032353,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 2: 51-100,3631,19,32779,43,0.1311815491625736,KEEP,0.961345,0.965691,191.105263,5.46015,1043.46340176945,['M_0000040534'],"['P_0000113500', 'P_0000032353']"
899,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000040546,P_0000032588,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,9424,24,93979,0,0.0,KEEP,0.962124,0.951151,392.666667,4.528592,1778.227126842864,['M_0000040546'],['P_0000032588']
900,EAST SOUTH CENTRAL,EAST NORTH CENTRAL,M_0000040549,P_0000073899,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 1: 0-50,3,3,141327,142788,101.03377273981617,REMOVE,0.000167,0.088235,1.0,1.5,1.5,['M_0000040549'],"['P_0000073899', 'P_0000033140', 'P_0000025745']"
901,EAST SOUTH CENTRAL,WEST NORTH CENTRAL,M_0000040549,P_0000033140,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 3: 101-200,4,4,141327,145144,102.70082857486538,REMOVE,0.000223,0.072727,1.0,2.0,2.0,['M_0000040549'],"['P_0000073899', 'P_0000033140', 'P_0000025745']"
902,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000040549,P_0000025745,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 4: 201-400,17194,23,141327,201,0.14222335434842598,KEEP,0.959005,0.945297,747.565217,4.949338,3699.952935976346,['M_0000040549'],"['P_0000073899', 'P_0000033140', 'P_0000025745']"
903,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000040549,P_0000025745,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 4: 201-400,17194,23,141531,118,0.08337396047509027,KEEP,0.959005,0.945297,747.565217,4.949338,3699.952935976346,"['M_0000040549', 'M_0000052654']",['P_0000025745']
904,PACIFIC,EAST SOUTH CENTRAL,M_0000052654,P_0000025745,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 4: 201-400,6,4,141531,146805,103.72639209784428,REMOVE,0.230769,0.00033,1.5,2.0,3.0,"['M_0000040549', 'M_0000052654']",['P_0000025745']
905,PACIFIC,SOUTH ATLANTIC,M_0000040945,P_0000044319,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 4: 201-400,3,3,135,0,0.0,KEEP,0.06383,0.004505,1.0,1.5,1.5,['M_0000040945'],['P_0000044319']
906,SOUTH ATLANTIC,EAST NORTH CENTRAL,M_0000041161,P_0000092218,REHABILITATION CENTER,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 2: 51-100,3,2,73,0,0.0,KEEP,0.065217,0.007246,1.5,1.0,1.5,['M_0000041161'],['P_0000092218']
907,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000041224,P_0000019234,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 4: 201-400,5466,14,63144,0,0.0,KEEP,0.959284,0.928329,390.428571,2.564993,1001.446551615003,['M_0000041224'],['P_0000019234']
908,WEST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000041698,P_0000039006,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 4: 201-400,3,3,5515,5711,103.55394378966456,REMOVE,0.057692,0.00578,1.0,1.5,1.5,['M_0000041698'],"['P_0000039006', 'P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']"
909,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000041698,P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,AGGREGATED,19,11,5515,53,0.9610154125113327,KEEP,0.365385,0.000505,1.727273,1.727273,2.983472016529,['M_0000041698'],"['P_0000039006', 'P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']"
910,WEST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000041698,P_0000039006,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 4: 201-400,3,3,95,46,48.421052631578945,KEEP,0.057692,0.00578,1.0,1.5,1.5,"['M_0000041698', 'M_0000054766']",['P_0000039006']
911,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000054766,P_0000039006,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 4: 201-400,3,3,95,53,55.78947368421053,KEEP,0.083333,0.00578,1.0,1.5,1.5,"['M_0000041698', 'M_0000054766']",['P_0000039006']
912,PACIFIC,PACIFIC,M_0000042958,P_0000022920,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 3: 101-200,6995,25,73390,72,0.09810600899305083,KEEP,0.947319,0.944632,279.8,4.791096,1340.5486608,"['M_0000042958', 'M_0000057883']",['P_0000022920']
913,MIDDLE ATLANTIC,PACIFIC,M_0000057883,P_0000022920,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 3: 101-200,6,3,73390,74638,101.70050415587954,REMOVE,0.076923,0.00081,2.0,3.0,6.0,"['M_0000042958', 'M_0000057883']",['P_0000022920']
914,EAST SOUTH CENTRAL,WEST NORTH CENTRAL,M_0000042961,P_0000026219,HOSPITAL,CRITICAL ACCESS,CATEGORY 3: 101-200,CATEGORY 1: 0-50,3,3,80020,82883,103.57785553611598,REMOVE,0.000316,0.058824,1.0,3.0,3.0,['M_0000042961'],"['P_0000026219', 'P_0000034265']"
915,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000042961,P_0000034265,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 3: 101-200,9231,20,80020,165,0.20619845038740314,KEEP,0.971684,0.963872,461.55,5.016848,2315.5261944,['M_0000042961'],"['P_0000026219', 'P_0000034265']"
916,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000042967,P_0000130291,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,NON-ACUTE/UNKNOWN,1985,23,28598,0,0.0,KEEP,0.958937,0.94389,86.304348,4.205508,362.953625948784,['M_0000042967'],['P_0000130291']
917,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043408,P_0000046088,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 2: 51-100,1902,6,17063,0,0.0,KEEP,0.979403,0.895902,317.0,3.004739,952.502263,['M_0000043408'],['P_0000046088']
918,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043411,P_0000121581,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,NON-ACUTE/UNKNOWN,1144,4,11696,0,0.0,KEEP,0.982818,0.93617,286.0,2.393305,684.48523,['M_0000043411'],['P_0000121581']
919,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043438,P_0000043695,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 4: 201-400,4055,6,36146,0,0.0,KEEP,0.983984,0.941928,675.833333,3.03518,2051.27581565494,['M_0000043438'],['P_0000043695']
920,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043441,P_0000045914,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,938,6,8102,0,0.0,KEEP,0.98426,0.944612,156.333333,3.168919,495.407669277027,['M_0000043441'],['P_0000045914']
921,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043447,P_0000045103,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 4: 201-400,4404,6,35280,0,0.0,KEEP,0.975848,0.895304,734.0,3.172911,2328.916674,['M_0000043447'],['P_0000045103']
922,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043462,P_AGGREGATED_WEST SOUTH CENTRAL_SURGERY CENTER,SURGI CENTER,SURGERY CENTER,CATEGORY 1: 0-50,AGGREGATED,3,3,1125,0,0.0,KEEP,0.5,8e-05,1.0,1.5,1.5,['M_0000043462'],['P_AGGREGATED_WEST SOUTH CENTRAL_SURGERY CENTER']
923,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043498,P_0000047639,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 2: 51-100,1027,6,8711,0,0.0,KEEP,0.979028,0.942202,171.166667,3.291667,563.423669263889,['M_0000043498'],['P_0000047639']
924,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043501,P_0000046046,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 4: 201-400,4996,6,44505,0,0.0,KEEP,0.980377,0.897754,832.666667,2.85976,2381.22682761992,['M_0000043501'],['P_0000046046']
925,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043516,P_0000045618,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 2: 51-100,1623,6,13744,0,0.0,KEEP,0.959787,0.857369,270.5,3.139265,849.1711825,['M_0000043516'],['P_0000045618']
926,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043528,P_0000045926,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 6: 601-1000,CATEGORY 6: 601-1000,6957,6,64877,0,0.0,KEEP,0.985969,0.909888,1159.5,2.95414,3425.32533,['M_0000043528'],['P_0000045926']
927,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000043531,P_0000076525,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 4: 201-400,3355,6,28548,0,0.0,KEEP,0.978705,0.885458,559.166667,3.003581,1679.502376834527,['M_0000043531'],['P_0000076525']
928,PACIFIC,PACIFIC,M_0000052624,P_0000047944,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 4: 201-400,3,3,135,0,0.0,KEEP,0.166667,0.004317,1.0,1.5,1.5,['M_0000052624'],['P_0000047944']
929,PACIFIC,MIDDLE ATLANTIC,M_0000052654,P_0000040110,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 5: 401-600,3,3,119,118,99.15966386554622,KEEP,0.115385,0.000499,1.0,1.5,1.5,['M_0000052654'],"['P_0000040110', 'P_0000025745']"
930,PACIFIC,EAST SOUTH CENTRAL,M_0000052654,P_0000025745,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 4: 201-400,6,4,119,53,44.53781512605042,KEEP,0.230769,0.00033,1.5,2.0,3.0,['M_0000052654'],"['P_0000040110', 'P_0000025745']"
931,WEST SOUTH CENTRAL,MIDDLE ATLANTIC,M_0000052771,P_0000040124,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,3,2,56,44,78.57142857142857,KEEP,0.066667,0.018868,1.5,1.5,2.25,['M_0000052771'],"['P_0000040124', 'P_0000014248', 'P_0000128087', 'P_0000039851', 'P_0000029323', 'P_0000084915']"
932,WEST SOUTH CENTRAL,MIDDLE ATLANTIC,M_0000052771,P_0000014248,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,4,2,56,51,91.07142857142857,KEEP,0.088889,0.00147,2.0,2.0,4.0,['M_0000052771'],"['P_0000040124', 'P_0000014248', 'P_0000128087', 'P_0000039851', 'P_0000029323', 'P_0000084915']"
933,WEST SOUTH CENTRAL,EAST NORTH CENTRAL,M_0000052771,P_0000128087,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,4,2,56,49,87.5,KEEP,0.088889,0.006826,2.0,2.0,4.0,['M_0000052771'],"['P_0000040124', 'P_0000014248', 'P_0000128087', 'P_0000039851', 'P_0000029323', 'P_0000084915']"
934,WEST SOUTH CENTRAL,EAST NORTH CENTRAL,M_0000052771,P_0000039851,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,4,3,56,64,114.28571428571429,REMOVE,0.088889,0.012539,1.333333,2.0,2.666666,['M_0000052771'],"['P_0000040124', 'P_0000014248', 'P_0000128087', 'P_0000039851', 'P_0000029323', 'P_0000084915']"
935,WEST SOUTH CENTRAL,NEW ENGLAND,M_0000052771,P_0000029323,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,4,2,56,44,78.57142857142857,KEEP,0.088889,0.000395,2.0,2.0,4.0,['M_0000052771'],"['P_0000040124', 'P_0000014248', 'P_0000128087', 'P_0000039851', 'P_0000029323', 'P_0000084915']"
936,WEST SOUTH CENTRAL,EAST NORTH CENTRAL,M_0000052771,P_0000084915,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,5,3,56,63,112.5,REMOVE,0.111111,0.016835,1.666667,2.5,4.1666675,['M_0000052771'],"['P_0000040124', 'P_0000014248', 'P_0000128087', 'P_0000039851', 'P_0000029323', 'P_0000084915']"
937,WEST SOUTH CENTRAL,EAST NORTH CENTRAL,M_0000052771,P_0000039851,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,4,3,216,174,80.55555555555556,KEEP,0.088889,0.012539,1.333333,2.0,2.666666,"['M_0000052771', 'M_0000053299', 'M_0000057883']",['P_0000039851']
938,WEST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000053299,P_0000039851,SURGI CENTER,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,3,2,216,106,49.074074074074076,KEEP,0.073171,0.009404,1.5,1.0,1.5,"['M_0000052771', 'M_0000053299', 'M_0000057883']",['P_0000039851']
939,MIDDLE ATLANTIC,EAST NORTH CENTRAL,M_0000057883,P_0000039851,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 3: 101-200,4,2,216,169,78.24074074074075,KEEP,0.051282,0.012539,2.0,2.0,4.0,"['M_0000052771', 'M_0000053299', 'M_0000057883']",['P_0000039851']
940,MOUNTAIN,MOUNTAIN,M_0000053059,P_0000063723,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 4: 201-400,7340,21,107523,0,0.0,KEEP,0.93527,0.923735,349.52381,2.713494,948.43076129214,['M_0000053059'],['P_0000063723']
941,SOUTH ATLANTIC,WEST NORTH CENTRAL,M_0000053086,P_0000036930,SURGI CENTER,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 2: 51-100,3,2,101,18,17.821782178217823,KEEP,0.068182,0.013575,1.5,1.5,2.25,"['M_0000053086', 'M_0000070390']",['P_0000036930']
942,EAST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000070390,P_0000036930,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 2: 51-100,4,4,101,83,82.17821782178218,KEEP,0.137931,0.0181,1.0,4.0,4.0,"['M_0000053086', 'M_0000070390']",['P_0000036930']
943,MOUNTAIN,MOUNTAIN,M_0000053122,P_0000089594,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,5788,20,113362,0,0.0,KEEP,0.933247,0.928308,289.4,2.249514,651.0093516,['M_0000053122'],['P_0000089594']
944,MOUNTAIN,MOUNTAIN,M_0000053140,P_0000162292,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,NON-ACUTE/UNKNOWN,3844,19,69580,0,0.0,KEEP,0.899181,0.88776,202.315789,2.453095,496.299850416955,['M_0000053140'],['P_0000162292']
945,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000053491,P_0000184111,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,881,18,11333,0,0.0,KEEP,0.940235,0.945279,48.944444,3.215328,157.372441237632,['M_0000053491'],['P_0000184111']
946,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000053518,P_0000089215,HEALTH SYSTEM,HEALTHCARE CORPORATE OFFICE,CATEGORY 7: 1001+,NON-ACUTE/UNKNOWN,16,11,4398,3912,88.94952251023193,KEEP,1.0,0.038369,1.454545,1.6,2.327272,"['M_0000053518', 'M_0000097126']",['P_0000089215']
947,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000097126,P_0000089215,UNKNOWN,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,401,3,4398,486,11.050477489768076,KEEP,0.997512,0.961631,133.666667,1.253125,167.501042084375,"['M_0000053518', 'M_0000097126']",['P_0000089215']
948,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000053521,P_0000163159,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,NON-ACUTE/UNKNOWN,3839,18,38705,0,0.0,KEEP,0.949542,0.949308,213.277778,4.032563,860.056076285014,['M_0000053521'],['P_0000163159']
949,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000053527,P_0000163057,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,2513,11,23433,8052,34.3617974651133,KEEP,0.968401,0.817768,228.454545,3.854294,880.53098206623,"['M_0000053527', 'M_0000053557', 'M_0000070390']",['P_0000163057']
